product_id,product_name,category,price,stock_level,purchased_date,total_sales
585091565,"Freshness Guaranteed Chunky Avocado, 8 Oz (Fresh)","Hummus, Dips, & Salsa",3.14,95,2022-09-11 21:20:04,39
123008789,"Marketside Mild Queso Blanco Dip, 16 oz","Hummus, Dips, & Salsa",4.68,148,2022-09-11 21:20:04,50
135810005,"Freshness Guaranteed Spicy Guacamole Mini Cups, 2 Oz, 6 Count (Fresh)","Hummus, Dips, & Salsa",4.28,90,2022-09-11 21:20:04,32
10416257,"WHOLLY Guacamole Classic Mini Single Serve Cups, Mild, 2 Oz (6-Pack)","Hummus, Dips, & Salsa",5.63,50,2022-09-11 21:20:04,30
465407928,Rojo's Classic 5 Layer Dip 28oz,"Hummus, Dips, & Salsa",6.98,89,2022-09-11 21:20:04,21
566601063,"Marketside Spinach Dip, 24 oz","Hummus, Dips, & Salsa",6.64,140,2022-09-11 21:20:04,48
246522234,"Texas Pete Southwestern Sausage & Cheese Dip, 12 oz.","Hummus, Dips, & Salsa",3.98,141,2022-09-11 21:20:04,8
163380487,Julio's Hot Sauce 16oz,"Hummus, Dips, & Salsa",3.58,68,2022-09-11 21:20:04,14
162865584,Bobby Salazar's Medium Salsa 15 oz.,"Hummus, Dips, & Salsa",3.58,118,2022-09-11 21:20:04,26
45794665,"WHOLLY GUACAMOLE Avocado Verde, 10 oz","Hummus, Dips, & Salsa",3.48,61,2022-09-11 21:20:04,8
502056800,"Marketside Homestyle Guacamole, 15oz","Hummus, Dips, & Salsa",5.24,128,2022-09-11 21:20:04,10
33284332,"WHOLLY Avocado Chunky Mini Single Serve Cups, 100% Hass Avocado, 2 Oz (6-Pack)","Hummus, Dips, & Salsa",5.63,84,2022-09-11 21:20:04,13
572154678,"Freshness Guaranteed Guacamole, Spicy, 8 oz","Hummus, Dips, & Salsa",3.14,61,2022-09-11 21:20:04,6
141678101,Litehouse Home Style Ranch Dip 12fo,"Hummus, Dips, & Salsa",3.12,40,2022-09-11 21:20:04,10
352623724,"Sabra Snackers Guacamole & Rolled Tortilla Chips 2.8 oz, (Deli Snacking)","Hummus, Dips, & Salsa",2.27,44,2022-09-11 21:20:04,30
257878596,"HERDEZ Cilantro Lime Salsa Cremosa, 15.3 oz","Hummus, Dips, & Salsa",2.73,143,2022-09-11 21:20:04,13
971866125,Wholly Guacamole Avocado Diced 2/4oz,"Hummus, Dips, & Salsa",5.63,37,2022-09-11 21:20:04,28
169348561,Sabra Singles Classic Guacamole 2 oz (4 count),"Hummus, Dips, & Salsa",4.84,60,2022-09-11 21:20:04,10
242663613,"HERDEZ Traditional Guacamole, Mild, 8 Oz","Hummus, Dips, & Salsa",3.12,78,2022-09-11 21:20:04,29
127393678,"Old El Paso Taco Sauce - Creamy Salsa Verde, 9 oz.","Hummus, Dips, & Salsa",3.68,61,2022-09-11 21:20:04,29
773795732,"Twisted Ranch Garlic Smashed Buffalo Sauce & Dressing, 13 fl oz Bottle","Hummus, Dips, & Salsa",3.28,120,2022-09-11 21:20:04,18
189173733,Bobby Salazar's Salsa Verde 15 oz.,"Hummus, Dips, & Salsa",3.58,78,2022-09-11 21:20:04,8
22211145,"WHOLLY Guacamole Spicy Mini Single Serve Cups, Hot, 2 Oz (6-Pack)","Hummus, Dips, & Salsa",5.63,40,2022-09-11 21:20:04,12
856325681,"HERDEZ Traditional Guacamole, Spicy, 8 Oz","Hummus, Dips, & Salsa",3.12,28,2022-09-11 21:20:04,24
816033200,"Twisted Ranch Black Peppered Parmesan Sauce & Dressing, 13 fl oz Bottle","Hummus, Dips, & Salsa",3.28,29,2022-09-11 21:20:04,14
350350455,"Texas Pete Zesty Chicken Enchilada Dip, 12 oz.","Hummus, Dips, & Salsa",3.98,81,2022-09-11 21:20:04,5
45048082,"Giovanni Rana Homestyle Sauce Pesto Premium Pasta Topping Jar (Share Size, 12.5oz)","Hummus, Dips, & Salsa",6.5,47,2022-09-11 21:20:04,42
10323697,"Beano's All American Sandwich Spread Bottle, 8 oz","Hummus, Dips, & Salsa",2.43,77,2022-09-11 21:20:04,10
10533408,"Woeber's Sandwich Pal Horseradish Sauce, 16 oz Bottle","Hummus, Dips, & Salsa",2.28,43,2022-09-11 21:20:04,30
10308638,"Marzetti Chocolate Fruit Dip, 15 oz","Hummus, Dips, & Salsa",3.98,112,2022-09-11 21:20:04,10
39598399,"Rana Marinara Sauce Family Size, 15oz","Hummus, Dips, & Salsa",3.12,20,2022-09-11 21:20:04,35
746452117,"Pace Avocado Salsa, Medium Salsa, 15 Ounce Jar","Hummus, Dips, & Salsa",3.48,50,2022-09-11 21:20:04,22
669943948,"Pace Avocado Salsa, Mild Salsa, 15 Ounce Jar","Hummus, Dips, & Salsa",3.48,143,2022-09-11 21:20:04,30
512090935,"HERDEZ Roasted Poblano Salsa Cremosa, 15.3 oz","Hummus, Dips, & Salsa",2.73,39,2022-09-11 21:20:04,8
839695243,"HERDEZ Chipotle Salsa Cremosa, 15.3 oz","Hummus, Dips, & Salsa",2.73,22,2022-09-11 21:20:04,16
455519128,"Lay's French Onion Dip, 23 oz Jar","Hummus, Dips, & Salsa",5.98,40,2022-09-11 21:20:04,12
856827053,"Yucatan Authentic Guacamole Squeeze, 14 oz Pouch","Hummus, Dips, & Salsa",5.18,122,2022-09-11 21:20:04,13
10535268,"Beaver Brand Hot Cream Horseradish, 12 oz","Hummus, Dips, & Salsa",3.0,29,2022-09-11 21:20:04,14
778724908,"Marketside Smokehouse Burnt Ends Dip, 12 oz","Hummus, Dips, & Salsa",5.74,121,2022-09-11 21:20:04,20
19500170,"Dolci Frutta, Hard Chocolate Shell, 8 Oz","Hummus, Dips, & Salsa",2.78,72,2022-09-11 21:20:04,13
604265424,"Diablo Verde Salsa, Medium Creamy Cilantro Sauce, 12.5 oz. Jar","Hummus, Dips, & Salsa",5.98,59,2022-09-11 21:20:04,19
109285772,GoVerden Spicy Guacamole 12oz,"Hummus, Dips, & Salsa",4.53,107,2022-09-11 21:20:04,30
289212253,GoVerden Classic Guacamole 12oz,"Hummus, Dips, & Salsa",4.53,41,2022-09-11 21:20:04,22
10316267,"Red Bull Energy Drink, 8.4 Fl Oz (12 pack)",Energy Drinks,20.58,76,2022-09-11 21:20:04,37
10316265,"Red Bull Energy Drink, 8.4 Fl Oz (4 pack)",Energy Drinks,7.24,97,2022-09-11 21:20:04,37
581272641,"Monster Energy Green, Original, 16 fl oz, 12 Pack",Energy Drinks,19.98,49,2022-09-11 21:20:04,50
23598242,"V8 +ENERGY Orange Pineapple Energy Drink, 8 FL OZ Can (Pack of 6)",Energy Drinks,5.14,116,2022-09-11 21:20:04,34
133257890,"V8 +ENERGY Pomegranate Blueberry Energy Drink, 8 FL OZ Can (Pack of 12)",Energy Drinks,9.38,77,2022-09-11 21:20:04,46
118445796,"NOS High Performance Energy Drink, Original, 16 fl oz, 8 Pack",Energy Drinks,11.98,41,2022-09-11 21:20:04,36
10316266,"Red Bull Energy Drink, 12 Fl Oz (4 pack)",Energy Drinks,10.48,98,2022-09-11 21:20:04,33
394935847,"Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 fl oz, 12 Pack",Energy Drinks,19.98,44,2022-09-11 21:20:04,45
493786197,"Red Bull Energy Drink, Watermelon, 12 Fl Oz (4 pack)",Energy Drinks,10.48,91,2022-09-11 21:20:04,25
10534634,"Monster Energy Green, Original, Energy Drink, 16 fl oz, 4 Pack",Energy Drinks,7.18,72,2022-09-11 21:20:04,26
12018563,"Java Monster Mean Bean, Coffee + Energy Drink, 15 Fl Oz",Energy Drinks,2.5,34,2022-09-11 21:20:04,52
129668810,"V8 +ENERGY Peach Mango Energy Drink, 8 FL OZ Can (Pack of 12)",Energy Drinks,9.38,33,2022-09-11 21:20:04,27
615734763,Alani Energy Drink-breezeberry-12oz,Energy Drinks,2.48,69,2022-09-11 21:20:04,25
381952965,"Bucked Up Energy Drink, 300mg Caffeine, Rocket Pop, 16 fl oz",Energy Drinks,2.48,127,2022-09-11 21:20:04,20
700224899,"Red Bull Energy Drink, Dragon Fruit, 12 Fl Oz",Energy Drinks,2.68,41,2022-09-11 21:20:04,54
489714251,"Monster Ultra Variety Pack, Ultra Watermelon + Ultra Paradise 16 fl oz, Pack of 12",Energy Drinks,19.98,116,2022-09-11 21:20:04,44
44676662,"V8 +ENERGY Black Cherry Energy Drink, 8 FL OZ Can (Pack of 6)",Energy Drinks,5.14,82,2022-09-11 21:20:04,31
199421105,Bang Energy Drink WW 16 Fluid Ounce Single Can,Energy Drinks,2.08,79,2022-09-11 21:20:04,28
12018560,"Monster Energy Green, Original, Energy Drink, 16 fl oz",Energy Drinks,2.28,121,2022-09-11 21:20:04,19
36742296,"Monster Energy Zero Ultra, Sugar Free Energy Drink, 16 fl oz, 4 Pack",Energy Drinks,7.18,23,2022-09-11 21:20:04,38
876626052,"Bang Blue Razz Energy Drink with Super Creatine, 16 oz, 4 Pack Cans",Energy Drinks,6.98,36,2022-09-11 21:20:04,29
509370349,"Red Bull Energy Drink, Dragon Fruit, 12 Fl Oz (4 pack)",Energy Drinks,10.48,117,2022-09-11 21:20:04,32
842388919,"Bang Peach Mango Energy Drink with Super Creatine, 16 oz Can",Energy Drinks,2.08,62,2022-09-11 21:20:04,17
12018772,"Red Bull Energy Drink, 12 Fl Oz",Energy Drinks,2.68,116,2022-09-11 21:20:04,52
12018770,"Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (4 Pack)",Energy Drinks,7.24,51,2022-09-11 21:20:04,28
19766232,"V8 +ENERGY Pomegranate Blueberry Energy Drink, 8 FL OZ Can (Pack of 6)",Energy Drinks,5.14,148,2022-09-11 21:20:04,42
46535268,"Rockstar Punched Fruit Punch Energy Drink, 16 oz, 4 Pack Cans",Energy Drinks,4.75,28,2022-09-11 21:20:04,61
158080429,"Red Bull Energy Drink, Blueberry, 12 Fl Oz (4 pack)",Energy Drinks,10.48,56,2022-09-11 21:20:04,39
105255813,"Red Bull Energy Drink, Tropical, 12 Fl Oz (4 pack)",Energy Drinks,10.48,147,2022-09-11 21:20:04,39
10316268,"Red Bull Energy Drink, Sugar Free, 8.4 Fl Oz (12 Pack)",Energy Drinks,20.58,86,2022-09-11 21:20:04,47
778093902,"Juice Monster Mango Loco, Energy + Juice, 16 fl oz, 12 Pack",Energy Drinks,19.98,62,2022-09-11 21:20:04,37
32212700,"V8 +ENERGY Diet Strawberry Lemonade Energy Drink, 8 FL OZ Can (Pack of 6)",Energy Drinks,5.14,94,2022-09-11 21:20:04,21
363298130,"Rockstar Sugar Free Energy Drink, 16 fl oz",Energy Drinks,1.88,105,2022-09-11 21:20:04,34
890955200,"Mtn Dew Energy, Strawberry Melon Spark, 16 oz can",Energy Drinks,1.98,104,2022-09-11 21:20:04,61
765443211,Alani Energy Drink - Wm Variety-12 Pk,Energy Drinks,24.98,100,2022-09-11 21:20:04,17
835898120,"Red Bull Energy Drink, Peach, 12 fl oz (4 Pack)",Energy Drinks,10.48,24,2022-09-11 21:20:04,37
300940252,"Bang Cotton Candy Energy Drink, 16 fl oz",Energy Drinks,2.08,68,2022-09-11 21:20:04,19
291822869,C4 Energy Drink + Strawberry Watermelon Ice + Zero Sugar + Explosive Energy + 16oz Single Can,Energy Drinks,1.98,58,2022-09-11 21:20:04,44
312150172,"Red Bull Energy Drink, Variety Pack 8.4 Fl Oz (12 pack)",Energy Drinks,20.58,74,2022-09-11 21:20:04,41
116711501,"Juice Monster Pipeline Punch, Energy + Juice, 16 fl oz, 4 Pack",Energy Drinks,7.18,135,2022-09-11 21:20:04,55
363298130,"Rockstar Sugar Free Energy Drink, 16 fl oz",Energy Drinks,1.88,91,2022-09-11 21:20:04,34
890955200,"Mtn Dew Energy, Strawberry Melon Spark, 16 oz can",Energy Drinks,1.98,63,2022-09-11 21:20:04,61
765443211,Alani Energy Drink - Wm Variety-12 Pk,Energy Drinks,24.98,54,2022-09-11 21:20:04,17
835898120,"Red Bull Energy Drink, Peach, 12 fl oz (4 Pack)",Energy Drinks,10.48,146,2022-09-11 21:20:04,37
300940252,"Bang Cotton Candy Energy Drink, 16 fl oz",Energy Drinks,2.08,126,2022-09-11 21:20:04,19
291822869,C4 Energy Drink + Strawberry Watermelon Ice + Zero Sugar + Explosive Energy + 16oz Single Can,Energy Drinks,1.98,58,2022-09-11 21:20:04,44
312150172,"Red Bull Energy Drink, Variety Pack 8.4 Fl Oz (12 pack)",Energy Drinks,20.58,138,2022-09-11 21:20:04,41
116711501,"Juice Monster Pipeline Punch, Energy + Juice, 16 fl oz, 4 Pack",Energy Drinks,7.18,39,2022-09-11 21:20:04,55
298640547,"Mtn Dew Energy, Orange Breeze,16 oz can",Energy Drinks,1.98,121,2022-09-11 21:20:04,61
655022031,"Mtn Dew Energy, Tropical Sunrise, 16 oz can",Energy Drinks,1.98,42,2022-09-11 21:20:04,11
12018564,"Java Monster Loca Moca, Coffee + Energy Drink, 15 Fl Oz",Energy Drinks,2.5,29,2022-09-11 21:20:04,59
288817357,Alani Energy Drink-cosmic Stardust-12oz,Energy Drinks,2.48,147,2022-09-11 21:20:04,40
925507823,Alani Energy Drink-cherry Slush-12oz,Energy Drinks,2.48,62,2022-09-11 21:20:04,23
203223135,"Mtn Dew Energy, Pomegranate Blue Burst,16 oz can",Energy Drinks,1.98,71,2022-09-11 21:20:04,65
342290125,"Java Monster Mean Bean, Coffee + Energy Drink, 11 fl oz, 6 Pack",Energy Drinks,10.48,110,2022-09-11 21:20:04,63
19766233,"V8 +ENERGY Peach Mango Energy Drink, 8 FL OZ Can (Pack of 6)",Energy Drinks,5.14,91,2022-09-11 21:20:04,69
153513315,"Bucked Up Energy Drink, 300mg Caffeine, Blue Raz, 16 fl oz",Energy Drinks,2.48,112,2022-09-11 21:20:04,29
171481854,"Monster Energy Ultra Rosa, Sugar Free Energy Drink, 16 fl oz",Energy Drinks,2.28,121,2022-09-11 21:20:04,9
482336036,"Monster Energy Ultra Watermelon, 16 Fl Oz",Energy Drinks,2.28,58,2022-09-11 21:20:04,19
135996869,"Bang Keto Coffee Cookies & Cream Craze High Protein Energy Drink, 15 oz Can",Energy Drinks,2.98,142,2022-09-11 21:20:04,46
534954225,"Reign Total Body Fuel, White Gummy Bear, Performance Energy Drink, 16 fl oz",Energy Drinks,2.28,38,2022-09-11 21:20:04,20
785680370,"Red Bull Energy Drink, Watermelon, 12 Fl Oz",Energy Drinks,2.68,143,2022-09-11 21:20:04,44
279655835,"Bucked Up Energy Drink Low Stim, Rocket Pop, 16 fl oz, 100 mg Caffeine",Energy Drinks,2.48,44,2022-09-11 21:20:04,26
520804479,"Rockstar Pure Zero Sugar Silver Ice Energy Drink, 16 oz Can",Energy Drinks,1.88,149,2022-09-11 21:20:04,9
529843415,"Reign Total Body Fuel, Orange Dreamsicle, Performance Energy Drink, 16 fl oz",Energy Drinks,2.28,69,2022-09-11 21:20:04,27
686516140,"V8 +SPARKLING ENERGY Strawberry Kiwi Energy Drink, 11.5 FL OZ (4 Pack)",Energy Drinks,5.14,51,2022-09-11 21:20:04,21
618296012,"Bucked Up Big Game Energy Drink, Cotton Candy, 16 fl oz, 150 mg Caffeine",Energy Drinks,2.48,78,2022-09-11 21:20:04,48
45733428,"Red Bull Energy Drink, Tropical, 12 Fl Oz",Energy Drinks,2.68,93,2022-09-11 21:20:04,34
738711334,"Juice Monster Mango Loco, Energy + Juice, 16 fl oz",Energy Drinks,2.28,77,2022-09-11 21:20:04,14
957052004,"Java Monster Loca Moca, Coffee + Energy Drink, 11 fl oz, 6 Pack",Energy Drinks,10.48,20,2022-09-11 21:20:04,7
109000435,C4 Energy Drink + Frozen Bombsicle + Zero Sugar + Explosive Energy + 16oz Single Can,Energy Drinks,1.98,116,2022-09-11 21:20:04,49
915326577,"V8 +ENERGY Orange Pineapple Energy Drink, 8 FL OZ Can (12 Pack)",Energy Drinks,9.38,112,2022-09-11 21:20:04,21
935589628,"Rockstar Punched Fruit Punch Energy Drink, 16 oz Can",Energy Drinks,1.88,132,2022-09-11 21:20:04,22
190000126,"Full Throttle, Original, Energy Drink, 16 fl oz, 8 Pack",Energy Drinks,11.98,74,2022-09-11 21:20:04,23
14944717,"Rockstar Original Energy Drink, 16 oz, 4 Pack Cans",Energy Drinks,4.75,51,2022-09-11 21:20:04,54
224613318,"Bang Cherry Blade Lemonade Energy Drink with Super Creatine, 16 oz Can",Energy Drinks,2.08,89,2022-09-11 21:20:04,23
120890969,"Red Bull Energy Drink, Peach, 12 Fl Oz",Energy Drinks,2.68,82,2022-09-11 21:20:04,33
624201849,"Celsius Sparkling Energy Drink  No Sugar or Preservatives  Kiwi Guava (4 Drinks, 12 Fl Oz. Each)",Energy Drinks,6.68,43,2022-09-11 21:20:04,6
292025844,"Bang Blue Razz Energy Drink with Super Creatine, 16 oz Can",Energy Drinks,2.08,26,2022-09-11 21:20:04,29
249955566,"Monster Energy Ultra Fiesta, Sugar Free Energy Drink, 16 fl oz",Energy Drinks,2.28,110,2022-09-11 21:20:04,30
10451002,"Great Value Vegetable Oil, 48 fl oz",Oils & Shortening,4.27,30,2022-09-11 21:20:04,41
10451011,"Great Value Vegetable Oil, 1 gal",Oils & Shortening,10.0,125,2022-09-11 21:20:04,15
10450988,"Great Value Canola Oil, 48 fl oz",Oils & Shortening,4.37,31,2022-09-11 21:20:04,28
10308191,Crisco Pure Vegetable Oil 48 fl. oz. Bottle,Oils & Shortening,7.34,47,2022-09-11 21:20:04,30
13281828,"Great Value Canola Oil, 1 gal",Oils & Shortening,10.68,66,2022-09-11 21:20:04,43
10315102,"Great Value Extra Virgin Olive Oil, 17 fl oz",Oils & Shortening,5.0,27,2022-09-11 21:20:04,40
10292273,"Bertolli, Original, ExtraVirgin Olive Oil, 16.9 fl oz",Oils & Shortening,6.23,97,2022-09-11 21:20:04,8
10308190,"Crisco Gluten Free, Butter Flavor, All Vegetable Shortening Sticks, 20oz",Oils & Shortening,7.7,92,2022-09-11 21:20:04,19
10308271,Crisco Pure Vegetable Oil 1 gal.,Oils & Shortening,14.97,27,2022-09-11 21:20:04,33
10450986,"Great Value, All Vegetable Shortening, 48 oz Can",Oils & Shortening,6.37,29,2022-09-11 21:20:04,10
10316039,"Great Value: 100% Extra Virgin Olive Oil, 25.5 fl oz",Oils & Shortening,5.88,39,2022-09-11 21:20:04,14
10308188,"Crisco Pure Canola Oil, 48 fl oz",Oils & Shortening,7.34,95,2022-09-11 21:20:04,37
10308181,"Crisco All-Vegetable Shortening, 48 oz",Oils & Shortening,10.12,83,2022-09-11 21:20:04,41
10316038,"Great Value Classic Olive Oil, 25.5 fl oz",Oils & Shortening,5.22,133,2022-09-11 21:20:04,31
10308189,Crisco All-Vegetable Shortening Sticks 20 oz. Pack,Oils & Shortening,7.7,76,2022-09-11 21:20:04,28
10315103,"Great Value Classic Olive Oil, 17 fl oz",Oils & Shortening,3.12,47,2022-09-11 21:20:04,52
10291483,"WESSON Pure & Cholesterol Free Vegetable Oil, 48 fl oz",Oils & Shortening,5.34,66,2022-09-11 21:20:04,19
12443077,WESSON Pure Canola Oil 0 g Trans Fat Cholesterol Free 24 oz.,Oils & Shortening,5.28,134,2022-09-11 21:20:04,24
19500299,"Mazola Corn Oil, 40 Fl Oz",Oils & Shortening,5.78,70,2022-09-11 21:20:04,45
146408163,"Great Value Organic Unrefined Virgin Coconut Oil, 14 fl oz",Oils & Shortening,7.97,140,2022-09-11 21:20:04,15
10447927,"Wesson Vegetable Pure Natural Oil, 128 fl oz",Oils & Shortening,12.77,132,2022-09-11 21:20:04,20
22301261,Pompeian Grapeseed Oil - 24 fl oz,Oils & Shortening,6.23,28,2022-09-11 21:20:04,28
149497304,"Panera Bread Broccoli Cheddar Soup, 16oz (Fresh Deli Soup)",Fresh Soups & Salads,4.92,130,2022-09-11 21:20:04,6
44391266,"Great Value Peanut Oil, 128 fl oz",Oils & Shortening,19.32,64,2022-09-11 21:20:04,35
161537131,Taylor Farms BLT Salad with Chicken & Bacon Salad 6.5oz (Deli Salad Bowl),Fresh Soups & Salads,3.47,145,2022-09-11 21:20:04,27
176946682,Pompeian Smooth Extra Virgin Olive Oil - 16 fl oz,Oils & Shortening,6.93,123,2022-09-11 21:20:04,23
209309940,"Marketside Lobster Bisque, 16oz, (Fresh Deli Soup)",Fresh Soups & Salads,2.87,52,2022-09-11 21:20:04,13
182984561,"Freshness Guaranteed Mustard Potato Salad, 16 oz",Fresh Soups & Salads,2.74,35,2022-09-11 21:20:04,39
10315963,"Great Value Extra Virgin Olive Oil, 101 fl oz",Oils & Shortening,23.0,48,2022-09-11 21:20:04,31
540360721,"Marketside Broccoli Cheddar Soup, 16 oz, (Fresh Deli Soup)",Fresh Soups & Salads,3.87,25,2022-09-11 21:20:04,27
10320857,Pompeian Robust Extra Virgin Olive Oil - 16 fl oz,Oils & Shortening,6.93,60,2022-09-11 21:20:04,47
215031623,"Marketside Santa Fe Style Salad with Chicken, 6.35 oz",Fresh Soups & Salads,3.47,105,2022-09-11 21:20:04,21
10411932,"Smart Balance Vegetable Oil Bottle, 48 fl oz",Oils & Shortening,8.18,39,2022-09-11 21:20:04,21
690599074,"Marketside Sunflower Bacon Crunch Chopped Salad Kit, 10.6 oz",Fresh Soups & Salads,3.98,127,2022-09-11 21:20:04,31
132339871,"Marketside Creamy Cauliflower Parmesan Soup, 16 oz, (Fresh Deli Soup)",Fresh Soups & Salads,3.87,62,2022-09-11 21:20:04,24
10291485,"WESSON Pure & Cholesterol Free Canola Oil, 48 fl oz.",Oils & Shortening,5.76,111,2022-09-11 21:20:04,46
983033941,"Marketside Creamy Tomato Bisque, 16 oz, (Fresh Deli Soup)",Fresh Soups & Salads,2.87,101,2022-09-11 21:20:04,9
147046935,"Chosen Foods 100% Pure Avocado Oil, 25.4 fl oz., Bottle",Oils & Shortening,13.78,69,2022-09-11 21:20:04,30
13893729,"Marketside Classic Iceberg Salad, 12 oz",Fresh Soups & Salads,1.78,76,2022-09-11 21:20:04,30
119335091,"Great Value Organic Extra Virgin Olive Oil, 51 fl oz",Oils & Shortening,10.83,45,2022-09-11 21:20:04,15
